,,,,深圳新城无业绩，奖金基数值均为老城业绩,,,304900.00 ,
序号,城市,咨询师工号,城市Y值,奖金基数值,职级,等级比例值,奖金金额,7月所在城市是新城or老城
514,重庆,626,16223.88 ,41134.20 ,C3,2.54 ,800.00 ,老城
515,重庆,910,16223.88 ,0.00 ,C5,0.00 ,5500.00 ,老城
516,重庆,1007,16223.88 ,14000.00 ,C5,0.86 ,5500.00 ,老城
517,重庆,1006,16223.88 ,6880.00 ,C4,0.42 ,2000.00 ,老城
518,重庆,1004,16223.88 ,29276.00 ,C5,1.80 ,5500.00 ,老城
519,重庆,1106,16223.88 ,2375.00 ,C1,0.15 ,0.00 ,老城
520,重庆,1105,16223.88 ,22260.00 ,C4,1.37 ,2000.00 ,老城
521,重庆,1200,16223.88 ,0.00 ,C1,0.00 ,0.00 ,老城
522,重庆,1199,16223.88 ,30800.00 ,C3,1.90 ,800.00 ,老城
523,重庆,1235,16223.88 ,11158.75 ,C1,0.69 ,0.00 ,老城
524,重庆,1234,16223.88 ,44750.00 ,C4,2.76 ,2000.00 ,老城
525,重庆,1236,16223.88 ,0.00 ,C4,0.00 ,2000.00 ,老城
526,重庆,1348,16223.88 ,0.00 ,C0,0.00 ,0.00 ,老城
527,重庆,1468,16223.88 ,51600.00 ,C3,3.18 ,800.00 ,老城
528,重庆,1470,16223.88 ,75040.00 ,C4,4.63 ,2000.00 ,老城
529,重庆,1471,16223.88 ,77874.00 ,C3,4.80 ,800.00 ,老城
530,重庆,1472,16223.88 ,0.00 ,C1,0.00 ,0.00 ,老城
531,重庆,1660,16223.88 ,23750.00 ,C2,1.46 ,400.00 ,老城
532,重庆,1657,16223.88 ,36158.75 ,C3,2.23 ,800.00 ,老城
533,重庆,1658,16223.88 ,16950.00 ,C1,1.04 ,0.00 ,老城
534,重庆,1872,16223.88 ,12375.00 ,C0,0.76 ,0.00 ,老城
535,重庆,1869,16223.88 ,0.00 ,C0,0.00 ,0.00 ,老城
536,重庆,1661,16223.88 ,48895.00 ,C0,3.01 ,0.00 ,老城
537,重庆,1874,16223.88 ,48050.00 ,C0,2.96 ,0.00 ,老城
538,重庆,1875,16223.88 ,48050.00 ,C0,2.96 ,0.00 ,老城
539,重庆,1866,16223.88 ,0.00 ,C0,0.00 ,0.00 ,老城
540,重庆,1864,16223.88 ,0.00 ,C0,0.00 ,0.00 ,老城
541,重庆,1983,16223.88 ,33033.75 ,C0,2.04 ,0.00 ,老城
542,重庆,1981,16223.88 ,0.00 ,C0,0.00 ,0.00 ,老城
543,重庆,1987,16223.88 ,0.00 ,C0,0.00 ,0.00 ,老城
544,重庆,2114,16223.88 ,0.00 ,C0,0.00 ,0.00 ,老城
545,重庆,2115,16223.88 ,0.00 ,C0,0.00 ,0.00 ,老城
546,重庆,2116,16223.88 ,0.00 ,C0,0.00 ,0.00 ,老城
547,重庆,2117,16223.88 ,0.00 ,C0,0.00 ,0.00 ,老城
548,重庆,2118,16223.88 ,0.00 ,C0,0.00 ,0.00 ,老城
